start_overlap	end_overlap	Duration	origin	overlap_dur	rms_global	p80	prediction	is_bad	audio_path
717.1273344651952	721.1341256366724	4.006791171477175	2014021211581212	0.09490662139219191	0.042391352	0.051567048	Nakonec, včera jsme byli svědky při rozsáhlé debatě o lustrčním zákoně.	False	selected_audios/000018.wav
613.5212224108659	617.8030560271646	4.281833616298741	2014050710281042	0.16949632144878138	0.036923103	0.052247733	Já jsem, kolegyně a kolegové.	False	selected_audios/000038.wav
342.0747028862479	346.6723259762309	4.597623089983017	2014051417381752	0.09445387662705139	0.036891997	0.04610166	pak vyvěduje ještě přilážku ministra zahraničí. Prosím, pokračujte.	False	selected_audios/000043.wav
361.704584040747	367.7283531409168	6.023769100169773	2014061309080922	0.10039615166949621	0.024287809	0.02018742	Ano, takže by to byl druhý bod.	False	selected_audios/000054.wav
604.0	607.8030560271646	3.8030560271646436	2014061909280942	0.06338426711941073	0.034029193	0.047386926	Ježíte potom v podrobné rozpravě přečtu na obrnání.	False	selected_audios/000059.wav
495.446519524618	502.88964346349746	7.4431239388794666	2014073014281442	0.15925297113752207	0.06869617	0.085863054	Pane poslanče, na faktickou poznámku jsou pouze dvě minuty, jestli chcete mít další projekt. Už jste čas vyčerpal, při vás jste se řádlili.	False	selected_audios/000085.wav
226.0780984719864	234.8421052631579	8.764006791171482	2014091017281742	0.14606677985285804	0.029964523	0.037915364	Jestli proč to nic nemáte, já to nechám odhlasovat. Dobře, tak já po vašem projevu to dám odhlasovat.	False	selected_audios/000088.wav
214.509337860781	217.660441426146	3.1511035653650197	2014091712381252	0.08800226372382601	0.10405235	0.12297528	tak to je samozřejmě na pováženou,	False	selected_audios/000091.wav
230.0	239.03225806451613	9.032258064516128	2014091910381052	0.21273344651952422	0.04546805	0.059426535	Aficionálně byly publikována čísla za šest měsíců čerpání výdajů na dopravní infrastrukturu v letošním roce, včera jsem pak četl vyjádření ministra či ministerstva dopravy	False	selected_audios/000097.wav
562.3565365025466	565.5076400679117	3.1511035653650197	2014091912481302	0.05251839275608366	0.050943393	0.06650027	nový pohled na děti, které potřebují	False	selected_audios/000098.wav
219.85398981324278	223.03225806451613	3.1782682512733516	2014092612281242	0.07028862478777616	0.055806674	0.06890184	Dobře, ano souhlasím. Souhlasím.	False	selected_audios/000113.wav
236.5195246179966	240.49575551782684	3.9762308998302274	2014092613381352	0.16247877758913348	0.06138785	0.076497674	Já jsem fakt nechtěl, ale když pan kolega...	False	selected_audios/000114.wav
278.1188455008489	285.00169779286927	6.882852292020345	2014120919081922	0.11471420486700576	0.045062833	0.050536983	Pane ministře. Rozpustit. A další. Tak vážený pane předsedo.	False	selected_audios/000143.wav
367.47707979626483	378.0984719864177	10.621392190152847	2015021110381052	0.1770232031692141	0.1094628	0.14507149	Školský zákon ještě není, kolegyně a kolegové. Školský zákon ještě není. A pokud se to řeší, tak ho řešíte tam. Já se omlouvám. Pane předsedo, nechte to na mě. Děkuji.	False	selected_audios/000163.wav
501.89134125636673	505.2359932088285	3.3446519524617884	2015031014281442	0.05574419920769647	0.045303605	0.053444106	takže jsou to dva později. Děkuji za úplně.	False	selected_audios/000172.wav
341.29711375212224	348.2648556876061	6.9677419354838435	2015031209581012	0.11612903225806406	0.030720966	0.038222883	Pane vicepréměre, pouze upřesním osloujte poslance v Poslanecké samozumě mým prostřednictvím několik napřímo. Děkuji.	False	selected_audios/000175.wav
781.5314091680815	786.6179966044143	5.08658743633282	2015031216081622	0.08477645727221367	0.025042472	0.03485476	Děkuji, pane ministře. Skončilo pět minut pro vaši odpověď.	False	selected_audios/000177.wav
616.6553480475382	624.7334465195246	8.078098471986436	2015040810481102	0.15189586870401778	0.06060976	0.07670974	řekne Babiš, tak Kalousek řekne, že je špatně. Musím udržet ten měsit. Tak já to předložím do konce června. Nechci vás, pane minister,	False	selected_audios/000183.wav
266.0509337860781	269.3786078098472	3.3276740237691342	2015052614181432	0.05546123372948557	0.09834913	0.12745814	Já se vyvolám, pane vznicadov, já prosím levou stranu	False	selected_audios/000202.wav
292.7809847198642	296.61799660441426	3.8370118845500656	2015061718081822	0.1018675721561967	0.05319032	0.06549703	A přenosím právo na přenos. Já už jdu, vidím, tam červeného nic není.	False	selected_audios/000212.wav
626.0	630.7504244482174	4.750424448217359	2015061810381052	0.12705149971703544	0.029859273	0.04005484	Pane předšel, uprylám vám čas faktické poznámci.	False	selected_audios/000213.wav
808.1663837011885	813.2937181663837	5.12733446519519	2015061814281442	0.08545557441991984	0.040934976	0.05259117	Tak, já děkuji. Jestli pan poslanec dá doplňující otázku, tak získáte další čas.	False	selected_audios/000214.wav
110.0169779286927	118.9439728353141	8.926994906621402	2015070908580912	0.14878324844369004	0.0038542852	0.004362772	Ne zapídej ho, ne zapídej ho. Ne, ne zapírám. Vlastně zatozbo?	False	selected_audios/000225.wav
244.4176570458404	249.20543293718166	4.787775891341255	2015070911281142	0.07979626485568758	0.035374172	0.047499403	Takže návrh na sloučenou rozpravu, o tom rozhodneme bez.	False	selected_audios/000226.wav
434.0	441.4363327674024	7.436332767402405	2015070918081822	0.12393887945670674	0.017922642	0.02072252	Budeme pokračovat, budem 50, což je vládní návrh zákona, kterým se mění zákon č. 20 z roku 87 sb. O státní pomádkové péči.	False	selected_audios/000227.wav
261.1035653650255	264.3123938879457	3.2088285229202143	2015071010481102	0.14702886247877653	0.0598696	0.08276007	Úplně mám čas faktické poznámce. Když tak vám dám...	False	selected_audios/000228.wav
790.4142614601019	793.4634974533107	3.049235993208754	2015100814381452	0.07204301075268707	0.03809633	0.048470885	Takže pane premiére, i vám posíštějte.	False	selected_audios/000257.wav
565.616298811545	571.2597623089983	5.643463497453354	2015102115381552	0.30871533672892043	0.08333135	0.097223826	A poslední věc, prosím, komentujte ten rozpočet.	False	selected_audios/000261.wav
768.9168081494058	772.893039049236	3.9762308998301705	2015102216281642	0.12727787209960392	0.0241012	0.03170909	Děkuji, pane ministře. Omlouvám se i váš čas vyprší.	False	selected_audios/000264.wav
677.4634974533107	683.830220713073	6.366723259762352	2015111309180932	0.10611205432937254	0.02432561	0.031711385	Dává se vždycky slovo pouze navrhovatelce a pak se otevírá rozprava také v řadě.	False	selected_audios/000268.wav
733.3073005093379	738.1799660441426	4.872665534804696	2015121110481102	0.47691001697792973	0.041688476	0.053159196	Pane poslanče, omlouvám se, že do toho můžeme vložit...	False	selected_audios/000285.wav
548.0	557.0662139219015	9.066213921901522	2016012009180932	0.15110356536502537	0.025411628	0.030819679	pozdějších předpisů zákon č. 251 z roku 2005 sbírky o inspekci práce, vezmění pozdějších předpisů zákon č. 455 z roku	False	selected_audios/000296.wav
324.2037351443124	329.1035653650255	4.899830220713056	2016012117081722	0.08166383701188427	0.019341102	0.027535202	Čas, pane ministře. To je první věc, dobře. A poslední.	False	selected_audios/000300.wav
461.15449915110355	465.9388794567063	4.784380305602724	2016012213481402	0.5760045274476536	0.08223848	0.10813592	Dobře, pane ministře, já vás žádám, abyste nesnižovali jednání poslanecké sněmovny.	False	selected_audios/000303.wav
247.96264855687605	250.99830220713073	3.0356536502546874	2016012718381852	0.05059422750424479	0.033794068	0.043610528	Do 12. února, ano. Do 14. února.	False	selected_audios/000307.wav
708.1222410865875	711.8438030560271	3.7215619694396764	2016030212181232	0.06202603282399461	0.072430834	0.093266875	Ne, důležité je a vzdě se prezentuje pouze stanovisko výboru.	False	selected_audios/000324.wav
747.6808149405772	754.6078098471986	6.926994906621417	2016032316581712	0.21460101867572234	0.040944614	0.051507197	Neútočil osobně. Já informuji, kdo to schválil. Tyhle lidi to schválili. Prosím, abyste ten transparent	False	selected_audios/000339.wav
433.0084889643463	439.8132427843803	6.804753820033966	2016041414581512	0.14052065647991013	0.017521907	0.022495765	25. Bude to muset dělat až doplňující otázce, vy si vydávství čas.	False	selected_audios/000344.wav
498.1018675721562	502.5365025466893	4.434634974533083	2016050318181832	0.10492359932088297	0.038790483	0.047625873	tak jsme museli vyapsovat druhé ani třetí. Na to jsem úplně zapomněl,	False	selected_audios/000354.wav
129.51103565365025	132.8862478777589	3.375212224108651	2016050409280942	0.1317487266553478	0.06331078	0.08387043	Ale to jsou opa dva. Pardon.	False	selected_audios/000355.wav
479.47028862478777	483.69439728353143	4.22410865874366	2016052510581112	0.19954725523486067	0.03810365	0.045815267	Hlasování končím. Je to hlasování s pořadovým číslem 123.	False	selected_audios/000366.wav
